PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
Julkita,Humberto Busto,Lluis Valenti,México,,,ADULTOS,2018,FEBRERO,SALA
Esclava,Amat Escalante,Lluis Valenti,México,,,ADULTOS,2018,FEBRERO,SALA
"El barbero, un relato de autodefensas",Abraham Escobedo Salas,Lluis Valenti,México,,,ADULTOS,2018,FEBRERO,SALA
Duele,Bernardo Rumaga,Lluis Valenti,México,,,ADULTOS,2018,FEBRERO,SALA
Don Ruperto,Irma Orozco,Lluis Valenti,México,,,ADULTOS,2018,FEBRERO,SALA
Azaña,Santiago San Miguel Querejeta,Lluis Valenti,España,92,1,ADULTOS,2018,FEBRERO,SALA
Takeda,Ya'sib Vázquez,Muestra Continua en CarteleraC,México,174,1,ADULTOS,2018,FEBRERO,SALA
Ayúdame a pasar la noche,José Ramón Chávez,Muestra Continua en CarteleraC,México,174,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 1,Varios,Muestra Continua en CarteleraC,México,70,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 3,Varios,Muestra Continua en CarteleraC,México,70,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 4,Varios,Muestra Continua en CarteleraC,México,83,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 5,Varios,Muestra Continua en CarteleraC,México,113,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 7,Varios,Muestra Continua en CarteleraC,México,85,1,ADULTOS,2018,FEBRERO,SALA
Programa de cortometrajes 8,Varios,Muestra Continua en CarteleraC,México,136,1,ADULTOS,2018,FEBRERO,SALA
Regreso al origen,María José Glender,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Quiero,Urzula Barba,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Otras personas,Raúl Sebastián Quintanilla,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
No pases por San Bernandino,Hugo Magaña,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Lucha,Eddie Rubio,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Los tiempos de Héctor,Ariel Gutiérrez,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Lo dulce de la vida,Horacio Romo,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
La proporción aura,Mariano Murguía,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
La cruz de agujas,Harry Montiel,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Fausto en la oscuridad,Israel Ahumada,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Evaporado,Jimena Muhlia,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Encarnación,Ri cardo Castro,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
El trenecito rojo,Raúl Sabo,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
El reflejo del mamífero,Flavia Martínez,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
El pacto,Carlos Cepeda,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Dejar la piel,Israel Ahumada,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Cosas con las manos,Arturo Eduardo Hernández,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Artemio,Sandra Luz López,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Adiós abuelo,Emiliano Casanova,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
A la hora marcada,J Luis Rivera,Muestra Continua en CarteleraC,México,,,ADULTOS,2018,FEBRERO,SALA
Claire en invierno,Sophie Bédard Marcotte,Quebecine 2018,Canadá,333,2,ADULTOS,2018,FEBRERO,SALA
Los hambrientos,Robin Aubert,Quebecine 2018,Canadá,209,2,ADULTOS,2018,FEBRERO,SALA
Seguimos juntos ,Jesse Klein,Quebecine 2018,Canadá,200,2,ADULTOS,2018,FEBRERO,SALA
Chuck ,Philippe Falardeau,Quebecine 2018,Canadá,191,2,ADULTOS,2018,FEBRERO,SALA
Los tatuajes falsos,Denis Plante,Quebecine 2018,Canadá,155,2,ADULTOS,2018,FEBRERO,SALA
24 Davids,Céline Baril,Quebecine 2018,Canadá,153,2,ADULTOS,2018,FEBRERO,SALA
Las artes de la palabra,Olivier Godin,Quebecine 2018,Canadá,132,2,ADULTOS,2018,FEBRERO,SALA
Mansión,Pier-Luc Latulippe y Martin Fournier,Quebecine 2018,Canadá,114,2,ADULTOS,2018,FEBRERO,SALA
Sobre la luna de níquel,François Jacob,Quebecine 2018,Canadá,95,2,ADULTOS,2018,FEBRERO,SALA
Combate hasta el fin de la noche,Sylvain L’Espérance,Quebecine 2018,Canadá,93,3,ADULTOS,2018,FEBRERO,SALA
Trilogía de la propiedad privada,Nicolás Pereda,Retrospectiva Nicolás Pereda,Varios,174,1,ADULTOS,2018,FEBRERO,SALA
Matar extraños,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Dinamarca,25,1,ADULTOS,2018,FEBRERO,SALA
Verano de Goliat,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá-Países Bajos,49,1,ADULTOS,2018,FEBRERO,SALA
Los mejores temas,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá-Países Bajos,47,1,ADULTOS,2018,FEBRERO,SALA
El palacio,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,125,1,ADULTOS,2018,FEBRERO,SALA
¿Dónde están sus historias?,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,111,1,ADULTOS,2018,FEBRERO,SALA
Perpetuum Mobile,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,78,1,ADULTOS,2018,FEBRERO,SALA
Juntos,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,57,1,ADULTOS,2018,FEBRERO,SALA
"Todo, en fin, el silencio lo ocupaba",Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,56,1,ADULTOS,2018,FEBRERO,SALA
Historias de dos que soñaron,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,28,1,ADULTOS,2018,FEBRERO,SALA
Minotauro,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,,,ADULTOS,2018,FEBRERO,SALA
Entrevista con la tierra,Nicolás Pereda,Retrospectiva Nicolás Pereda,México-Canadá,,,ADULTOS,2018,FEBRERO,SALA
Aquel cuyo rostro no irradie luz,Andrea Bussman,Retrospectiva Nicolás Pereda,México-Canadá,,,ADULTOS,2018,FEBRERO,SALA
Los ausentes,Nicolás Pereda,Retrospectiva Nicolás Pereda,México,37,1,ADULTOS,2018,FEBRERO,SALA
Seminario de experiencias de archivo 2. El archivo como narración,Christiane Burkhard,Seminario de experiencias de archivo,Varios,37,,ADULTOS,2018,FEBRERO,SALA
Noches de Short México (24/02/18),Varios,Shorts México,Varios,120,1,ADULTOS,2018,FEBRERO,SALA
Noches de Short México (09/02/18),Varios,Shorts México,Varios,52,1,ADULTOS,2018,FEBRERO,SALA
Visitante,Nicole Vanden Broeck,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Una vuelta más,William Coxford,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Relato familiar,Sumie García,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Las raíces del roble,Daniel Hernández y Yesendi Zataráin,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
La Ramona,Antonio De Jesús Sánchez,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Hermano,David Zonana,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Grande,Pedro García Mejía,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Filamentos,Ma. Luisa Alba Rendo?n,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
El canto del ave,Cecilio Vargas Torres,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Colapso,Santiago Gonza?lez Gavilanes,Shorts México,México,,,ADULTOS,2018,FEBRERO,SALA
Dreaming of Baltimore,Lola Quivoron,Shorts México,Francia,,,ADULTOS,2018,FEBRERO,SALA
Culiaos,Samuel González,Shorts México,Chile,,,ADULTOS,2018,FEBRERO,SALA
The girl who danced with the devil,João Paulo Miranda Maria,Shorts México,Brasil,,,ADULTOS,2018,FEBRERO,SALA
Guerra en la cancha,Eyal Halfon,XV Festival Internacional de Cine Judío en México,Israel / Alemania / Portugal,22,2,ADULTOS,2018,FEBRERO,SALA
Milagros embotellados,Shady Sou,XV Festival Internacional de Cine Judío en México,Israel,99,1,ADULTOS,2018,FEBRERO,SALA
El repostero de Berlín,Ofir Raul Graizer,XV Festival Internacional de Cine Judío en México,"Alemania, Israel",145,1,ADULTOS,2018,FEBRERO,SALA
Walesa: La esperanza de un pueblo,Andrzej Wajda,Retrospectiva Andrzej Wajda, Polonia,120,2,ADULTOS,2018,MARZO,SALA
Paraíso: Esperanza,Ulrich Seidl,Función Vinculación,Austria / Francia / Alemania,20,1,NIÑOS,2018,MARZO,SALA
El fantasma del paraíso,Brian de Palma,Clásicos en pantalla grande, EUA,173,1,ADULTOS,2018,MARZO,SALA
Seminario de Experiencias de Archivo,Tzutzumatzin Soto,Extención académica,,47,1,ADULTOS,2018,MARZO,SALA
El niño y el mundo,Alê Abreu,Función Vinculación,Brasil,86,1,NIÑOS,2018,MARZO,SALA
Las órdenes,Michel Brault,Elephant,Canadá,127,1,ADULTOS,2018,MARZO,SALA
Excentricidades de una joven rubia,Manoel de Oliveira,Función Vinculación,Portugal / España / Francia,,1,ADULTOS,2018,MARZO,SALA
Vivir,Akira Kurosawa,,Japón,39,1,ADULTOS,2018,MARZO,SALA
Una segunda madre,Anna Muylaert,Función Vinculación,Brasil,61,1,ADULTOS,2018,MARZO,SALA
Ixcanul,Jayro Bustamante,Función Vinculación,Guatemala / Francia,,1,ADULTOS,2018,MARZO,SALA
Te prometo anarquía,Julio Hernández Cordón,Cínica Festival de cine de música de México,México / Alemania,174,1,ADULTOS,2018,MARZO,SALA
De puro aire,Carlos Hernández Vázquez,Estreno,México,134,2,ADULTOS,2018,MARZO,SALA
Historia de un gran amor,Julio Bracho,Clásicos en pantalla grande,México,232,2,ADULTOS,2018,MARZO,SALA
El vigilante,Diego Ros,Estreno,México,344,2,ADULTOS,2018,MARZO,SALA
El virus del miedo,Ventura Pons,Función Vinculación,España,13,1,ADULTOS,2018,MARZO,SALA
Día de fiesta,Jacques Tati,Función especial IFAL,Francia,75,1,ADULTOS,2018,MARZO,SALA
Premiación AMCI,,,,,1,,2018,MARZO,SALA
Historia de dos que soñaron,Andrea Bussmann y Nicolás Pereda,Retrospectiva Nicolás pereda,México / Canadá,21,1,ADULTOS,2018,MARZO,SALA
"El Tila, fragmentos de un psicópata",Alejandro Torres,Continua en Cartelera,Chile,1553,21,ADULTOS,2018,MARZO,SALA
La libertad del Diablo,Everardo González,Estreno,México,4066,29,ADULTOS,2018,MARZO,SALA
Nocturno,Luís Ayhllon,Estreno,México,2640,27,ADULTOS,2018,MARZO,SALA
Abril y el mundo extraordinario,Christian Desmares y Franck Ekinci,Continua en Cartelera,Francia / Bélgica / Canadá,929,10,NIÑOS,2018,MARZO,SALA
A pesar de la noche,Philippe Grandrieux,Continua en Cartelera,Francia / Canadá,301,5,ADULTOS,2018,MARZO,SALA
Recuerdos desde Fukushima,Doris Dörrie,Estreno,Alemania,2917,43,ADULTOS,2018,MARZO,SALA
Autocrítica de un perrito burgués,Julian Radlmaier,Continua en Cartelera,Alemania / Italia,4675,42,ADULTOS,2018,MARZO,SALA
Tótem,Jessica Krummacher,Función Vinculación,Alemania,90,1,ADULTOS,2018,MARZO,SALA
El viñedo que nos une,Cédric Klapisch,Continua en Cartelera,Francia,3828,37,ADULTOS,2018,MARZO,SALA
La mujer joven,Léonor Serraille,Estreno,Francia,4510,32,ADULTOS,2018,MARZO,SALA
Cartas de Van Gogh,Dorota Kobiela - Hugh Welchman,Continua en Cartelera,Reino Unido / Polonia,528,4,ADULTOS,2018,MARZO,SALA
Zama,Lucrecia Martel,Distrital Formación,Argentina / Brasil / España / Francia / México / Estados Unidos / Países Bajos / Portugal,137,1,ADULTOS,2018,MARZO,SALA
El otro lado de la esperanza,Aki Kaurismäki,Estreno,Finlandia / Alemania,2978,31,ADULTOS,2018,MARZO,SALA
Joaquín,Marcelo Gomes,64 Muestra internacional de cine,Brasil / Portugal,249,2,ADULTOS,2018,MARZO,SALA
La forma del agua,Guillermo del Toro,Continua en Cartelera,Estados Unidos,8520,44,ADULTOS,2018,MARZO,SALA
Charlas sobre cine y literatura: la situación de l,,,,359,2,ADULTOS,2018,MARZO,SALA
Todo lo demás,Natalia Almada,Continua en Cartelera,México / Estados Unidos,306,9,ADULTOS,2018,MARZO,SALA
Amazona,Clare Weiskopf y Nicolás van Hemelryck,Continua en Cartelera,Colombia,211,8,ADULTOS,2018,MARZO,SALA
3 anuncios por un crimen,Martin MacDonagh,Continua en Cartelera,Estados Unidos / Reino Unido,1803,13,ADULTOS,2018,MARZO,SALA
Bella y perdida,Pietro Marcello,Continua en Cartelera,Italia,93,5,ADULTOS,2018,MARZO,SALA
Charco: canciones del Río de la Plata,Julián Chalde,Continua en Cartelera,Argentina,464,19,ADULTOS,2018,MARZO,SALA
El maíz en tiempos de guerra,Alberto Cortés,Continua en Cartelera,México,1687,40,ADULTOS,2018,MARZO,SALA
Por si no te vuelvo a ver,Juan Pablo Villaseñor,Función Vinculación,México,10,1,ADULTOS,2018,MARZO,SALA
La región salvaje,Amat Escalante,Continua en Cartelera,México,1446,17,ADULTOS,2018,MARZO,SALA
Llámame por tu nombre,Luca Guadagnino,Continua en Cartelera,Italia,5244,33,ADULTOS,2018,MARZO,SALA
Sistiaga: Una Historia Vasca,Manuel Sorto,Continua en Cartelera,El Salvador / Francia,352,25,ADULTOS,2018,MARZO,SALA
El león duerme esta noche,,,,174,1,ADULTOS,2018,MARZO,SALA
2/duo,Nobuhiro Suwa,FICUNAM Nobuhiro Suwa,Japón,264,2,ADULTOS,2018,MARZO,SALA
M/Other,Nobuhiro Suwa,FICUNAM Nobuhiro Suwa,Japón,155,2,ADULTOS,2018,MARZO,SALA
El sacrificio del ciervo sagrado,Yorgos Lanthimos,Continua en Cartelera,Estados Unidos,5137,35,ADULTOS,2018,MARZO,SALA
Bosque de niebla,Mónica Álvarez Franco,Continua en Cartelera,México,1888,39,ADULTOS,2018,MARZO,SALA
En los bosques de Siberia,Safy Nebbou,Continua en Cartelera,Francia,1068,18,ADULTOS,2018,MARZO,SALA
¿Dónde están sus historias?,Nicolás Pereda,Retrospectiva Nicolás Pereda,México / Canadá,33,1,ADULTOS,2018,MARZO,SALA
Matar extraños,Nicolás Pereda,Retrospectiva Nicolás pereda,México,32,1,ADULTOS,2018,MARZO,SALA
Juntos,Nicolás Pereda,Retrospectiva Nicolás pereda,México / Canadá,80,1,ADULTOS,2018,MARZO,SALA
El palacio,Nicolás Pereda,Retrospectiva Nicolás pereda,México / Canadá,18,1,ADULTOS,2018,MARZO,SALA
La isla mínima,Alberto Rodríguez,Continua en Cartelera,España,2413,38,ADULTOS,2018,MARZO,SALA
El hilo fantasma,Paul Thomas Anderson,Continua en Cartelera,Estados Unidos,8283,44,ADULTOS,2018,MARZO,SALA
Luces en el cielo (VERSIÓN DOBLADA),Akiyuki Shinbou y Nobuyuki Takeuchi,Continua en Cartelera,Japón,1340,21,NIÑOS,2018,MARZO,SALA
La familia Dressel,Fernando de Fuentes,Estreno,México,839,22,ADULTOS,2018,MARZO,SALA
"Todo, en fin, el silencio lo ocupaba",,,,23,1,ADULTOS,2018,MARZO,SALA
Verano de Goliat,,,,21,1,ADULTOS,2018,MARZO,SALA
Los mejores temas,Nicolás Pereda,Retrospectiva Nicolás pereda,México / Canadá / Países Bajos,40,1,ADULTOS,2018,MARZO,SALA
Luces en el cielo (VERSIÓN SUBTITULADA),Akiyuki Shinbou y Nobuyuki Takeuchi,Continua en Cartelera,Japón,4044,28,ADULTOS,2018,MARZO,SALA
FICUNAM 2018: programa de cortometrajes,,,,56,2,ADULTOS,2018,MARZO,SALA
H Story,Nobuhiro Suwa,FICUNAM Nobuhiro Suwa,Japón,151,2,ADULTOS,2018,MARZO,SALA
Una pareja perfecta,Nobuhiro Suwa,FICUNAM Nobuhiro Suwa,"Francia, Japón",215,2,ADULTOS,2018,MARZO,SALA
Yuki & Nina,Nobuhiro Suwa,FICUNAM Nobuhiro Suwa,Francia / Japón / Países Bajos,155,2,ADULTOS,2018,MARZO,SALA
Los últimos días del artista,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,393,2,ADULTOS,2018,MARZO,SALA
Una mujer fantástica,Sebastián Lelio,Estreno,Chile / Alemania / España / Estados Unidos,9133,48,ADULTOS,2018,MARZO,SALA
Mientras la ciudad duerme,John Huston,Clásicos en pantalla grande,Estados Unidos,326,2,ADULTOS,2018,MARZO,SALA
Kanal. La patrulla de la muerte,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,113,2,ADULTOS,2018,MARZO,SALA
Cenizas y diamantes,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,163,2,ADULTOS,2018,MARZO,SALA
Katyn,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,82,1,ADULTOS,2018,MARZO,SALA
Los brujos inocentes,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,290,2,ADULTOS,2018,MARZO,SALA
La caza de las moscas,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,306,2,ADULTOS,2018,MARZO,SALA
Retrospectiva Andrzej Wajda: Documentales,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,44,2,ADULTOS,2018,MARZO,SALA
Los abedules,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,134,2,ADULTOS,2018,MARZO,SALA
Paisaje después de la batalla,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,115,2,ADULTOS,2018,MARZO,SALA
Las señoritas de Wilko,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia / Francia,175,2,ADULTOS,2018,MARZO,SALA
La tierra de la gran promesa,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,123,2,ADULTOS,2018,MARZO,SALA
La boda,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,130,2,ADULTOS,2018,MARZO,SALA
El hombre de mármol,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,123,2,ADULTOS,2018,MARZO,SALA
Sin anestesia,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,227,2,ADULTOS,2018,MARZO,SALA
El hombre de hierro,Andrzej Wajda,Retrospectiva Andrzej Wajda,Polonia,211,2,ADULTOS,2018,MARZO,SALA
Irak año cero / Parte 1: Antes de la caída,Abbas Fahdel,Estreno,Irak / Francia,1176,34,ADULTOS,2018,MARZO,SALA
De la infancia,Carlos Carrera,64 Muestra internacional de cine,México,2275,12,ADULTOS,2018,MARZO,SALA
La maldición de Thelma,Joachim Trier,Estreno,Noruega,4621,16,ADULTOS,2018,MARZO,SALA
Rostros y lugares,Agnés Varda,64 Muestra internacional de cine,Francia,2667,12,ADULTOS,2018,MARZO,SALA
La maestra,Jan Hrebejk,64 Muestra internacional de cine,Eslovaquia / República Checa,2641,12,ADULTOS,2018,MARZO,SALA
Stalker. La zona,Andrei Tarkovsky,64 Muestra internacional de cine,Unión Soviética,2881,10,ADULTOS,2018,MARZO,SALA
Porto,Gabe Klinger,64 Muestra internacional de cine,Portugal / Estados Unidos / Francia / Polonia,1895,10,ADULTOS,2018,MARZO,SALA
El ciudadano ilustre,"Gastón Duprat, Mariano Cohn",64 Muestra internacional de cine,Argentina / España,1506,6,ADULTOS,2018,MARZO,SALA
Amante por un día,Philippe Garrel,64 Muestra internacional de cine,Francia,2167,6,ADULTOS,2018,MARZO,SALA
Lucky,John Carroll Lynch,64 Muestra internacional de cine,Estados Unidos,507,2,ADULTOS,2018,MARZO,SALA
El planeta salvaje,René Laloux,Clásicos en pantalla grande,Francia / Checoslovaquia,1142,3,ADULTOS,2018,MARZO,SALA
Zoé - Panoramas,Rodrigo Guardiola y Gabriel Cruz Rivas,Función especial,México,408,1,ADULTOS,2018,MARZO,SALA
Orione,Toia Bonino,Distrital Formación,Argentina,61,2,ADULTOS,2018,MARZO,SALA
La muerte de un leñador,Gilles Carle,Elephant,Canadá,174,1,ADULTOS,2018,MARZO,SALA
Los tres inventores,Michel Ocelot,Función especial IFAL,Francia,150,2,ADULTOS,2018,MARZO,SALA
Basada en hechos reales,Roman Polanski,Estreno,Francia,5055,23,ADULTOS,2018,MARZO,SALA
Las luces / Solar,Manuel Abramovich y Juan Renau,Distrital Formación Foco Manuel Abramovich,Argentina,48,2,ADULTOS,2018,MARZO,SALA
La reina / Soldado,Manuel Abramovich,Distrital Formación Foco Manuel Abramovich,Argentina,56,2,ADULTOS,2018,MARZO,SALA
Años luz,Manuel Abramovich,Distrital Formación Foco Manuel Abramovich,Argentina / Brasil / España,39,1,ADULTOS,2018,MARZO,SALA
Lady Macbeth,William Oldroyd,Estreno,Reino Unido,3732,27,ADULTOS,2018,MARZO,SALA
Réjeanne Padovani,Denys Arcand,Elephant,Canadá,25,1,ADULTOS,2018,MARZO,SALA
El hombre increíble,Jack Arnold,Clásicos en pantalla grande,Estados Unidos,365,2,ADULTOS,2018,MARZO,SALA
VICE: Familias diversas,"Juan Marquez, Daniel Díaz",Función Especial Vice,México,48,1,ADULTOS,2018,MARZO,SALA
"Doble amante, amante doble",Francois Ozon,Estreno,Francia,1393,8,ADULTOS,2018,MARZO,SALA
Las sufragistas,Ana Cruz,cine-debate de las sufragistas al 2018: avances y retos de las mujeres en la política,México,190,1,ADULTOS,2018,MARZO,SALA
El tercer asesinato,Hirokazu Kore-eda,64 Muestra Internacional de Cine,Japón,2076,12,ADULTOS,2018,ABRIL,SALA
¿Dónde esta el caballo de Winky?,Mischa Kamp,Matiné la matatena,Holanda,152,4,INFANTIL,2018,ABRIL,SALA
12 hombres en pugna,Sidney Lumet,Clásicos en pantalla grande,Estados Unidos,613,2,ADULTOS,2018,ABRIL,SALA
2 ballenas,varios,MICU,,,,,2018,ABRIL,SALA
8 tiros mortales,Mikko Niskanen,Semana de Cine Finlandés,Finlandia,62,2,ADULTOS,2018,ABRIL,SALA
Abandoned goods/Silica/ La nubes/ ¿Por qué el recuerdo?,Pia Borg y Edward Lawrenson,CALARTS,Reino Unido,127,2,ADULTOS,2018,ABRIL,SALA
Abril y el mundo extraordinario (versión subtitulada),Christian Desmares y Franck Ekinci,Continua en Cartelera,Francia-Bélgica-Canadá,106,1,ADULTOS,2018,ABRIL,SALA
Adversus,varios,MICU,,,,,2018,ABRIL,SALA
Agnus dei,Alejandra Sánchez,Función especial,México,174,1,ADULTOS,2018,ABRIL,SALA
Alchemy,varios,MICU,,,,,2018,ABRIL,SALA
Alien,varios,MICU,,,,,2018,ABRIL,SALA
Alien el octavo pasajero,Ridley Scott,Híbridos: el cuerpo como imaginario,Estados Unidos-Reino Unido,174,1,ADULTOS,2018,ABRIL,SALA
Amante por un día,Philippe Garrel,estreno/ 64 Muestra Internacional de Cine,Francia,6921,56,ADULTOS,2018,ABRIL,SALA
"And when I die, I won´t stay dead/Marseille apres la guerre",Billy Woodberry,CALARTS,Estados Unidos-Portugal,116,1,ADULTOS,2018,ABRIL,SALA
Árbol parlante,varios,Semana de cine Finlandés,,,,,2018,ABRIL,SALA
Archivo muerto,varios,MICU,,,,,2018,ABRIL,SALA
Arresto domiciliario,Gabriel Retes,Los retos de Retes,México,133,2,ADULTOS,2018,ABRIL,SALA
